gmina_code,powiat_code,voivodeship_code,gmina_name,population,iwl_score,vulnerable_population_est,rescue_travel_time_min,event_time,customers_without_power,outage_start,hours_without_power,coverage_pct,feels_like_c,temp_component,outage_component,telecom_component,rescue_component,izz_score,life_threat_level,vulnerable_without_power
2818002,2818,28,gmina warmińsko-mazurskie-północny-18-02,2395,76.29,362,57.4,2026-01-16 15:10:00+00:00,1674.0,2026-01-15 01:10:00+00:00,38.833333333333336,0.03,-25.4,0.6933333333333332,0.5393518518518519,0.97,0.7653333333333333,70.21,high,253
1428007,1428,14,gmina mazowieckie-centralny-28-07,14983,82.92,2946,30.9,2026-01-16 15:45:00+00:00,2691.0,2026-01-14 19:45:00+00:00,44.25,0.03,-22.8,0.52,0.6145833333333334,0.97,0.412,70.1,high,529
2806006,2806,28,gmina warmińsko-mazurskie-północny-06-06,39344,64.99,6465,29.2,2026-01-16 14:40:00+00:00,6253.0,2026-01-14 08:40:00+00:00,55.333333333333336,0.03,-24.6,0.6400000000000001,0.7685185185185186,0.97,0.3893333333333333,69.95,high,1027
2819001,2819,28,gmina warmińsko-mazurskie-południowy-19-01,5378,82.87,1022,35.9,2026-01-16 15:35:00+00:00,3367.0,2026-01-15 07:35:00+00:00,32.416666666666664,0.03,-26.5,0.7666666666666667,0.45023148148148145,0.97,0.47866666666666663,69.92,high,640
0623001,0623,6,gmina lubelskie-miejski-23-01,19676,84.42,3771,43.8,2026-01-16 15:58:00+00:00,14125.0,2026-01-15 09:58:00+00:00,30.033333333333335,0.03,-26.3,0.7533333333333334,0.41712962962962963,0.97,0.584,69.8,high,2707
1425003,1425,14,gmina mazowieckie-południowy-25-03,23386,62.88,3508,34.9,2026-01-16 15:31:00+00:00,6411.0,2026-01-14 09:31:00+00:00,54.483333333333334,0.03,-24.9,0.6599999999999999,0.756712962962963,0.97,0.4653333333333333,69.53,high,962
2819006,2819,28,gmina warmińsko-mazurskie-południowy-19-06,8732,85.2,1698,59.9,2026-01-16 15:26:00+00:00,2057.0,2026-01-15 15:26:00+00:00,24.566666666666666,0.03,-26.5,0.7666666666666667,0.3412037037037037,0.97,0.7986666666666666,69.14,high,400
1408006,1408,14,gmina mazowieckie-wschodni-08-06,38528,61.55,6526,18.1,2026-01-16 15:36:00+00:00,11034.0,2026-01-14 13:36:00+00:00,50.4,0.03,-27.2,0.8133333333333332,0.7,0.97,0.24133333333333334,68.97,high,1869
2815003,2815,28,gmina warmińsko-mazurskie-zachodni-15-03,10846,91.63,2296,43.5,2026-01-16 15:24:00+00:00,8344.0,2026-01-15 13:24:00+00:00,26.6,0.03,-24.1,0.6066666666666668,0.36944444444444446,0.97,0.58,68.45,high,1766
2808005,2808,28,gmina warmińsko-mazurskie-wschodni-08-05,15102,85.82,2876,39.3,2026-01-16 14:08:00+00:00,9496.0,2026-01-15 12:08:00+00:00,27.866666666666667,0.03,-25.7,0.7133333333333333,0.38703703703703707,0.97,0.5239999999999999,68.41,high,1808
1432004,1432,14,gmina mazowieckie-wschodni-32-04,7159,80.89,1411,50.1,2026-01-16 15:32:00+00:00,5275.0,2026-01-15 09:32:00+00:00,30.466666666666665,0.03,-25.7,0.7133333333333333,0.4231481481481481,0.97,0.668,68.34,high,1040
1403002,1403,14,gmina mazowieckie-zachodni-03-02,9839,74.62,1755,33.7,2026-01-16 15:55:00+00:00,7169.0,2026-01-15 01:55:00+00:00,38.083333333333336,0.03,-25.8,0.7200000000000001,0.5289351851851852,0.97,0.44933333333333336,68.16,high,1279
0622002,0622,6,gmina lubelskie-centralny-22-02,26720,78.59,5426,48.2,2026-01-16 15:19:00+00:00,18299.0,2026-01-15 07:19:00+00:00,32.68333333333333,0.03,-25.6,0.7066666666666668,0.45393518518518516,0.97,0.6426666666666667,68.15,high,3716
2806003,2806,28,gmina warmińsko-mazurskie-północny-06-03,2535,84.42,521,53.8,2026-01-16 14:56:00+00:00,2033.0,2026-01-15 10:56:00+00:00,29.066666666666666,0.03,-24.6,0.6400000000000001,0.4037037037037037,0.97,0.7173333333333333,68.03,high,418
2809006,2809,28,gmina warmińsko-mazurskie-zachodni-09-06,65120,80.59,14714,18.3,2026-01-16 15:43:00+00:00,38444.0,2026-01-15 09:43:00+00:00,30.283333333333335,0.03,-27.3,0.8200000000000001,0.4206018518518519,0.97,0.24400000000000002,67.95,high,8687
2808004,2808,28,gmina warmińsko-mazurskie-wschodni-08-04,10154,85.4,2582,34.9,2026-01-16 14:25:00+00:00,2526.0,2026-01-15 12:25:00+00:00,27.583333333333332,0.03,-25.7,0.7133333333333333,0.38310185185185186,0.97,0.4653333333333333,67.84,high,642
0612002,0612,6,gmina lubelskie-północny-12-02,28361,81.64,4671,52.2,2026-01-16 15:38:00+00:00,18412.0,2026-01-15 07:38:00+00:00,32.36666666666667,0.03,-24.2,0.6133333333333333,0.44953703703703707,0.97,0.6960000000000001,67.76,high,3032
2009006,2009,20,gmina podlaskie-zachodni-09-06,12391,73.63,2425,47.8,2026-01-16 15:00:00+00:00,10073.0,2026-01-15 05:00:00+00:00,35.0,0.03,-25.8,0.7200000000000001,0.4861111111111111,0.97,0.6373333333333333,67.44,high,1971
0603007,0603,6,gmina lubelskie-zachodni-03-07,6852,92.99,1565,40.6,2026-01-16 14:40:00+00:00,4197.0,2026-01-15 16:40:00+00:00,23.333333333333332,0.03,-23.8,0.5866666666666667,0.32407407407407407,0.97,0.5413333333333333,67.06,high,959
2811001,2811,28,gmina warmińsko-mazurskie-miejski-11-01,9089,89.86,2011,45.2,2026-01-16 14:45:00+00:00,7069.0,2026-01-15 12:45:00+00:00,27.25,0.03,-23.1,0.5400000000000001,0.3784722222222222,0.97,0.6026666666666667,66.96,high,1564
2816005,2816,28,gmina warmińsko-mazurskie-centralny-16-05,9177,77.51,1715,44.4,2026-01-16 14:22:00+00:00,6196.0,2026-01-15 06:22:00+00:00,33.63333333333333,0.03,-24.8,0.6533333333333334,0.4671296296296296,0.97,0.592,66.92,high,1158
2820004,2820,28,gmina warmińsko-mazurskie-wschodni-20-04,24374,63.94,4940,34.8,2026-01-16 14:45:00+00:00,6503.0,2026-01-14 16:45:00+00:00,47.25,0.03,-24.9,0.6599999999999999,0.65625,0.97,0.46399999999999997,66.91,high,1318
2014001,2014,20,gmina podlaskie-wschodni-14-01,6319,81.19,1206,37.4,2026-01-16 14:26:00+00:00,4491.0,2026-01-15 18:26:00+00:00,21.566666666666666,0.03,-28.2,0.88,0.29953703703703705,0.97,0.49866666666666665,66.9,high,857
1412005,1412,14,gmina mazowieckie-północny-12-05,17644,79.03,2665,56.3,2026-01-16 15:31:00+00:00,14491.0,2026-01-15 07:31:00+00:00,32.483333333333334,0.03,-24.0,0.6,0.4511574074074074,0.97,0.7506666666666666,66.85,high,2189
0615001,0615,6,gmina lubelskie-zachodni-15-01,66772,61.74,10736,21.7,2026-01-16 15:48:00+00:00,19229.0,2026-01-14 15:48:00+00:00,48.2,0.03,-25.9,0.7266666666666666,0.6694444444444445,0.97,0.28933333333333333,66.8,high,3092
2804003,2804,28,gmina warmińsko-mazurskie-centralny-04-03,35805,53.78,5728,36.8,2026-01-16 15:25:00+00:00,8972.0,2026-01-14 07:25:00+00:00,56.583333333333336,0.036000000000000004,-24.7,0.6466666666666666,0.7858796296296297,0.964,0.49066666666666664,66.78,high,1435
2007005,2007,20,gmina podlaskie-południowy-07-05,26722,58.57,4175,18.3,2026-01-16 14:26:00+00:00,8815.0,2026-01-14 14:26:00+00:00,49.56666666666667,0.03,-26.1,0.7400000000000001,0.688425925925926,0.97,0.24400000000000002,66.18,high,1377
2017004,2017,20,gmina podlaskie-miejski-17-04,3599,76.32,705,43.4,2026-01-16 15:46:00+00:00,2440.0,2026-01-15 07:46:00+00:00,32.233333333333334,0.03,-25.1,0.6733333333333335,0.4476851851851852,0.97,0.5786666666666667,66.18,high,478
2016001,2016,20,gmina podlaskie-centralny-16-01,51941,70.46,8865,29.3,2026-01-16 15:19:00+00:00,13768.0,2026-01-14 21:19:00+00:00,42.68333333333333,0.03,-24.1,0.6066666666666668,0.592824074074074,0.97,0.39066666666666666,66.16,high,2350
1436006,1436,14,gmina mazowieckie-północny-36-06,13849,79.55,2577,44.2,2026-01-16 15:26:00+00:00,6291.0,2026-01-15 09:26:00+00:00,30.566666666666666,0.03,-24.5,0.6333333333333333,0.42453703703703705,0.97,0.5893333333333334,66.04,high,1171
1438005,1438,14,gmina mazowieckie-wschodni-38-05,12219,77.37,2580,35.9,2026-01-16 14:01:00+00:00,9745.0,2026-01-15 10:01:00+00:00,29.983333333333334,0.03,-25.8,0.7200000000000001,0.4164351851851852,0.97,0.47866666666666663,65.98,high,2058
2801006,2801,28,gmina warmińsko-mazurskie-południowy-01-06,13439,76.7,1906,45.5,2026-01-16 15:40:00+00:00,8936.0,2026-01-15 09:40:00+00:00,30.333333333333332,0.03,-25.2,0.6799999999999999,0.4212962962962963,0.97,0.6066666666666667,65.79,high,1267
2812004,2812,28,gmina warmińsko-mazurskie-północny-12-04,27741,62.02,5195,38.0,2026-01-16 15:05:00+00:00,19220.0,2026-01-14 15:05:00+00:00,48.916666666666664,0.03,-23.8,0.5866666666666667,0.6793981481481481,0.97,0.5066666666666667,65.77,high,3599
0606007,0606,6,gmina lubelskie-północny-06-07,5258,74.04,964,47.7,2026-01-16 15:23:00+00:00,1835.0,2026-01-15 07:23:00+00:00,32.61666666666667,0.03,-25.1,0.6733333333333335,0.4530092592592593,0.97,0.636,65.76,high,336
2815004,2815,28,gmina warmińsko-mazurskie-zachodni-15-04,26361,60.53,4937,20.0,2026-01-16 15:55:00+00:00,8276.0,2026-01-14 11:55:00+00:00,52.083333333333336,0.043000000000000003,-24.1,0.6066666666666668,0.7233796296296297,0.957,0.26666666666666666,65.57,high,1550
2817006,2817,28,gmina warmińsko-mazurskie-miejski-17-06,21450,85.28,4457,38.6,2026-01-16 15:02:00+00:00,14637.0,2026-01-15 13:02:00+00:00,26.966666666666665,0.03,-23.8,0.5866666666666667,0.374537037037037,0.97,0.5146666666666667,65.51,high,3041
1440001,1440,14,gmina mazowieckie-centralny-40-01,10248,78.28,2190,47.0,2026-01-16 14:40:00+00:00,7774.0,2026-01-15 14:40:00+00:00,25.333333333333332,0.03,-26.1,0.7400000000000001,0.35185185185185186,0.97,0.6266666666666667,65.49,high,1661
0604006,0604,6,gmina lubelskie-centralny-04-06,7208,80.59,1385,42.1,2026-01-16 14:41:00+00:00,4893.0,2026-01-15 18:41:00+00:00,21.316666666666666,0.03,-26.8,0.7866666666666667,0.29606481481481484,0.97,0.5613333333333334,65.2,high,940
0602006,0602,6,gmina lubelskie-wschodni-02-06,33256,58.08,5116,31.1,2026-01-16 15:48:00+00:00,9623.0,2026-01-14 13:48:00+00:00,50.2,0.03,-24.5,0.6333333333333333,0.6972222222222223,0.97,0.4146666666666667,65.19,high,1480
1413003,1413,14,gmina mazowieckie-południowy-13-03,7849,84.52,1606,47.4,2026-01-16 14:36:00+00:00,5441.0,2026-01-15 14:36:00+00:00,25.4,0.03,-23.8,0.5866666666666667,0.35277777777777775,0.97,0.632,65.15,high,1113
2005005,2005,20,gmina podlaskie-miejski-05-05,31366,59.14,4912,19.5,2026-01-16 15:09:00+00:00,5968.0,2026-01-14 09:09:00+00:00,54.85,0.03,-22.8,0.52,0.7618055555555556,0.97,0.26,64.72,high,935
1424004,1424,14,gmina mazowieckie-północny-24-04,10174,89.44,2162,41.9,2026-01-16 15:41:00+00:00,6871.0,2026-01-15 17:41:00+00:00,22.316666666666666,0.03,-23.2,0.5466666666666666,0.3099537037037037,0.97,0.5586666666666666,64.65,high,1460
0617005,0617,6,gmina lubelskie-miejski-17-05,4748,74.41,954,39.2,2026-01-16 15:37:00+00:00,1014.0,2026-01-15 07:37:00+00:00,32.38333333333333,0.03,-24.5,0.6333333333333333,0.4497685185185185,0.97,0.5226666666666667,64.51,high,204
1410002,1410,14,gmina mazowieckie-centralny-10-02,2510,61.67,375,40.3,2026-01-16 15:39:00+00:00,1697.0,2026-01-15 03:39:00+00:00,36.35,0.048,-27.2,0.8133333333333332,0.5048611111111111,0.952,0.5373333333333333,64.48,high,254
1404006,1404,14,gmina mazowieckie-centralny-04-06,4525,83.27,847,46.5,2026-01-16 15:37:00+00:00,3187.0,2026-01-15 15:37:00+00:00,24.383333333333333,0.03,-24.0,0.6,0.3386574074074074,0.97,0.62,64.43,high,597
2819004,2819,28,gmina warmińsko-mazurskie-południowy-19-04,15206,57.54,2830,26.8,2026-01-16 14:19:00+00:00,8942.0,2026-01-14 20:19:00+00:00,43.68333333333333,0.03,-26.5,0.7666666666666667,0.606712962962963,0.97,0.35733333333333334,64.38,high,1664
1402004,1402,14,gmina mazowieckie-wschodni-02-04,5758,70.03,811,43.5,2026-01-16 15:12:00+00:00,1203.0,2026-01-15 03:12:00+00:00,36.8,0.03,-23.9,0.5933333333333333,0.5111111111111111,0.97,0.58,64.25,high,169
0611001,0611,6,gmina lubelskie-miejski-11-01,19738,87.02,4141,49.0,2026-01-16 14:38:00+00:00,12748.0,2026-01-15 20:38:00+00:00,19.366666666666667,0.03,-24.2,0.6133333333333333,0.2689814814814815,0.97,0.6533333333333333,64.17,high,2675
0602002,0602,6,gmina lubelskie-wschodni-02-02,4121,77.17,832,51.4,2026-01-16 15:08:00+00:00,2808.0,2026-01-15 13:08:00+00:00,26.866666666666667,0.03,-24.5,0.6333333333333333,0.3731481481481482,0.97,0.6853333333333333,64.08,high,567
1421002,1421,14,gmina mazowieckie-zachodni-21-02,10470,59.35,1513,25.8,2026-01-16 15:53:00+00:00,1485.0,2026-01-14 21:53:00+00:00,42.11666666666667,0.03,-26.2,0.7466666666666666,0.5849537037037037,0.97,0.34400000000000003,63.99,high,215
2015003,2015,20,gmina podlaskie-zachodni-15-03,6224,80.04,1317,39.2,2026-01-16 15:04:00+00:00,4331.0,2026-01-15 17:04:00+00:00,22.933333333333334,0.03,-25.5,0.7,0.31851851851851853,0.97,0.5226666666666667,63.91,high,916
0609004,0609,6,gmina lubelskie-zachodni-09-04,38645,51.35,4693,19.6,2026-01-16 14:27:00+00:00,9631.0,2026-01-14 10:27:00+00:00,53.55,0.157,-25.9,0.7266666666666666,0.7437499999999999,0.843,0.26133333333333336,63.8,high,1170
2802003,2802,28,gmina warmińsko-mazurskie-wschodni-02-03,11265,84.41,2181,46.0,2026-01-16 14:30:00+00:00,7344.0,2026-01-15 18:30:00+00:00,21.5,0.03,-24.1,0.6066666666666668,0.2986111111111111,0.97,0.6133333333333333,63.75,high,1422
1417001,1417,14,gmina mazowieckie-miejski-17-01,15962,80.02,3536,39.9,2026-01-16 15:21:00+00:00,12743.0,2026-01-15 11:21:00+00:00,28.65,0.03,-23.3,0.5533333333333333,0.39791666666666664,0.97,0.532,63.7,high,2823
2818003,2818,28,gmina warmińsko-mazurskie-północny-18-03,6739,72.55,1184,42.2,2026-01-16 15:13:00+00:00,3799.0,2026-01-15 11:13:00+00:00,28.783333333333335,0.03,-25.4,0.6933333333333332,0.3997685185185185,0.97,0.5626666666666668,63.59,high,667
0603002,0603,6,gmina lubelskie-zachodni-03-02,22252,57.05,3578,11.1,2026-01-16 15:03:00+00:00,6939.0,2026-01-14 11:03:00+00:00,52.95,0.052000000000000005,-23.8,0.5866666666666667,0.7354166666666667,0.948,0.148,63.57,high,1116
2801004,2801,28,gmina warmińsko-mazurskie-południowy-01-04,10070,62.57,1761,23.5,2026-01-16 14:36:00+00:00,7932.0,2026-01-14 22:36:00+00:00,41.4,0.03,-25.2,0.6799999999999999,0.575,0.97,0.31333333333333335,63.56,high,1387
2005006,2005,20,gmina podlaskie-miejski-05-06,8805,84.58,1559,44.8,2026-01-16 15:17:00+00:00,6776.0,2026-01-15 15:17:00+00:00,24.716666666666665,0.03,-22.8,0.52,0.343287037037037,0.97,0.5973333333333333,63.52,high,1200
2814002,2814,28,gmina warmińsko-mazurskie-wschodni-14-02,22837,52.07,3677,26.1,2026-01-16 14:31:00+00:00,6075.0,2026-01-14 14:31:00+00:00,49.483333333333334,0.138,-26.3,0.7533333333333334,0.6872685185185186,0.862,0.34800000000000003,63.46,high,978
2805005,2805,28,gmina warmińsko-mazurskie-miejski-05-05,12594,80.74,2679,49.3,2026-01-16 14:08:00+00:00,9905.0,2026-01-15 16:08:00+00:00,23.866666666666667,0.03,-23.9,0.5933333333333333,0.3314814814814815,0.97,0.6573333333333333,63.32,high,2107
2002001,2002,20,gmina podlaskie-wschodni-02-01,16127,85.1,3136,40.6,2026-01-16 14:19:00+00:00,15097.0,2026-01-15 22:19:00+00:00,17.683333333333334,0.03,-24.9,0.6599999999999999,0.24560185185185185,0.97,0.5413333333333333,63.02,high,2936
1414003,1414,14,gmina mazowieckie-wschodni-14-03,26145,77.23,4586,48.7,2026-01-16 15:20:00+00:00,16980.0,2026-01-15 15:20:00+00:00,24.666666666666668,0.03,-24.4,0.6266666666666666,0.3425925925925926,0.97,0.6493333333333333,62.88,high,2978
2014004,2014,20,gmina podlaskie-wschodni-14-04,8316,65.62,1647,35.3,2026-01-16 14:54:00+00:00,5217.0,2026-01-15 12:54:00+00:00,27.1,0.069,-28.2,0.88,0.3763888888888889,0.931,0.4706666666666666,62.8,high,1033
0619001,0619,6,gmina lubelskie-południowy-19-01,63772,66.11,10600,14.8,2026-01-16 14:36:00+00:00,43430.0,2026-01-15 06:36:00+00:00,33.4,0.03,-26.3,0.7533333333333334,0.46388888888888885,0.97,0.19733333333333333,62.32,high,7219
1413002,1413,14,gmina mazowieckie-południowy-13-02,4126,72.61,725,40.3,2026-01-16 15:28:00+00:00,1857.0,2026-01-15 09:28:00+00:00,30.533333333333335,0.03,-23.8,0.5866666666666667,0.4240740740740741,0.97,0.5373333333333333,62.29,high,326
2017005,2017,20,gmina podlaskie-miejski-17-05,17470,78.84,3191,45.5,2026-01-16 14:06:00+00:00,11004.0,2026-01-15 20:06:00+00:00,19.9,0.03,-25.1,0.6733333333333335,0.27638888888888885,0.97,0.6066666666666667,62.13,high,2010
2002005,2002,20,gmina podlaskie-wschodni-02-05,5001,79.35,908,38.1,2026-01-16 15:07:00+00:00,3606.0,2026-01-15 19:07:00+00:00,20.883333333333333,0.03,-24.9,0.6599999999999999,0.2900462962962963,0.97,0.508,62.0,high,655
1403003,1403,14,gmina mazowieckie-zachodni-03-03,6047,61.47,1025,22.0,2026-01-16 14:56:00+00:00,2131.0,2026-01-15 02:56:00+00:00,37.06666666666667,0.03,-25.8,0.7200000000000001,0.5148148148148148,0.97,0.29333333333333333,61.96,high,361
0617006,0617,6,gmina lubelskie-miejski-17-06,16905,81.39,3607,49.3,2026-01-16 15:52:00+00:00,12623.0,2026-01-15 21:52:00+00:00,18.133333333333333,0.03,-24.5,0.6333333333333333,0.2518518518518518,0.97,0.6573333333333333,61.9,high,2693
2002003,2002,20,gmina podlaskie-wschodni-02-03,11723,80.64,2257,45.8,2026-01-16 14:17:00+00:00,9769.0,2026-01-15 22:17:00+00:00,17.716666666666665,0.03,-24.9,0.6599999999999999,0.2460648148148148,0.97,0.6106666666666666,61.69,high,1881
2011003,2011,20,gmina podlaskie-miejski-11-03,19094,75.65,4171,44.5,2026-01-16 15:18:00+00:00,13345.0,2026-01-15 19:18:00+00:00,20.7,0.068,-25.8,0.7200000000000001,0.2875,0.9319999999999999,0.5933333333333334,61.69,high,2915
1409001,1409,14,gmina mazowieckie-zachodni-09-01,13692,68.26,2863,25.2,2026-01-16 15:50:00+00:00,10271.0,2026-01-15 07:50:00+00:00,32.166666666666664,0.03,-24.8,0.6533333333333334,0.44675925925925924,0.97,0.33599999999999997,61.51,high,2148
2012004,2012,20,gmina podlaskie-północny-12-04,38081,54.69,5911,15.4,2026-01-16 15:50:00+00:00,9557.0,2026-01-14 15:50:00+00:00,48.166666666666664,0.031,-24.0,0.6,0.6689814814814814,0.969,0.20533333333333334,61.4,high,1483
1442006,1442,14,gmina mazowieckie-północny-42-06,10725,69.07,1573,42.8,2026-01-16 15:06:00+00:00,2751.0,2026-01-15 09:06:00+00:00,30.9,0.03,-23.8,0.5866666666666667,0.42916666666666664,0.97,0.5706666666666667,61.26,high,403
2804001,2804,28,gmina warmińsko-mazurskie-centralny-04-01,5850,73.21,1274,49.0,2026-01-16 14:30:00+00:00,4757.0,2026-01-15 16:30:00+00:00,23.5,0.03,-24.7,0.6466666666666666,0.3263888888888889,0.97,0.6533333333333333,61.25,high,1036
0615002,0615,6,gmina lubelskie-zachodni-15-02,4396,64.13,730,31.2,2026-01-16 15:08:00+00:00,1778.0,2026-01-15 09:08:00+00:00,30.866666666666667,0.03,-25.9,0.7266666666666666,0.4287037037037037,0.97,0.416,61.12,high,295
1405002,1405,14,gmina mazowieckie-miejski-05-02,16097,82.69,2893,43.5,2026-01-16 14:04:00+00:00,11071.0,2026-01-15 22:04:00+00:00,17.933333333333334,0.03,-23.8,0.5866666666666667,0.2490740740740741,0.97,0.58,61.08,high,1990
